composition,compostion_id,grain_size,size_index,stochastic_heating,heating_timescale,cooling_timescale,heat2cool_ratio,type,scale,temperature,wavelength,Cext,Cabs,Csca,albedo,g,eq_emis,st_emis
graphite,2,3.55E-08,0,True,16757100,0.0234819,100,IRSF,1,-1,3.89291,4.98525E-19,4.98525E-19,8.27912E-28,1.66072E-09,1.40776E-07,4.43269E-79,2.99153E-17
graphite,2,3.55E-08,0,True,16757100,0.0234819,100,IRSF,1,-1,4.09273,4.61093E-19,4.61093E-19,6.79564E-28,1.47381E-09,1.28661E-07,1.06653E-75,2.79047E-17
graphite,2,3.55E-08,0,True,16757100,0.0234819,100,IRSF,1,-1,4.30281,4.26085E-19,4.26085E-19,5.57679E-28,1.30885E-09,1.16289E-07,1.72518E-72,2.58991E-17
graphite,2,3.55E-08,0,True,16757100,0.0234819,100,IRSF,1,-1,4.52368,3.93613E-19,3.93613E-19,4.57799E-28,1.16307E-09,1.04359E-07,1.91388E-69,2.39312E-17
graphite,2,3.55E-08,0,True,16757100,0.0234819,100,IRSF,1,-1,4.75588,3.63577E-19,3.63577E-19,3.75658E-28,1.03323E-09,9.60177E-08,1.48349E-66,2.20189E-17
graphite,2,3.55E-08,0,True,16757100,0.0234819,100,IRSF,1,-1,5,3.363E-19,3.363E-19,3.08167E-28,9.16345E-10,8.32896E-08,8.18844E-64,2.02032E-17
graphite,2,3.55E-08,0,True,16757100,0.0234819,100,IRSF,1,-1,5.25665,3.10239E-19,3.10239E-19,2.52859E-28,8.15045E-10,7.83013E-08,3.25937E-61,1.84106E-17
graphite,2,3.55E-08,0,True,16757100,0.0234819,100,IRSF,1,-1,5.52648,2.85859E-19,2.85859E-19,2.07464E-28,7.25757E-10,7.02309E-08,9.51854E-59,1.66872E-17
graphite,2,3.55E-08,0,True,16757100,0.0234819,100,IRSF,1,-1,5.81015,2.635E-19,2.635E-19,1.7011E-28,6.45579E-10,6.53812E-08,2.07391E-56,1.5068E-17
graphite,2,3.55E-08,0,True,16757100,0.0234819,100,IRSF,1,-1,6.10839,2.43119E-19,2.43119E-19,1.39444E-28,5.73564E-10,5.41693E-08,3.42138E-54,1.35619E-17
graphite,2,3.55E-08,0,True,16757100,0.0234819,100,IRSF,1,-1,6.42193,2.23734E-19,2.23734E-19,1.14306E-28,5.10903E-10,4.98109E-08,4.31754E-52,1.21243E-17
graphite,2,3.55E-08,0,True,16757100,0.0234819,100,IRSF,1,-1,6.75157,2.06653E-19,2.06653E-19,9.37132E-29,4.53481E-10,4.8171E-08,4.24804E-50,1.0834E-17
graphite,2,3.55E-08,0,True,16757100,0.0234819,100,IRSF,1,-1,7.09813,1.90674E-19,1.90674E-19,7.67866E-29,4.0271E-10,4.37948E-08,3.28408E-48,9.63111E-18
graphite,2,3.55E-08,0,True,16757100,0.0234819,100,IRSF,1,-1,7.46248,1.76112E-19,1.76112E-19,6.28983E-29,3.57149E-10,3.92157E-08,2.02237E-46,8.53569E-18
graphite,2,3.55E-08,0,True,16757100,0.0234819,100,IRSF,1,-1,7.84553,1.62979E-19,1.62979E-19,5.15413E-29,3.16245E-10,3.21196E-08,1.00418E-44,7.54903E-18
graphite,2,3.55E-08,0,True,16757100,0.0234819,100,IRSF,1,-1,8.24824,1.50635E-19,1.50635E-19,4.22205E-29,2.80283E-10,2.8752E-08,4.04987E-43,6.6414E-18
graphite,2,3.55E-08,0,True,16757100,0.0234819,100,IRSF,1,-1,8.67162,1.39199E-19,1.39199E-19,3.45624E-29,2.48295E-10,2.89761E-08,1.34164E-41,5.81876E-18
graphite,2,3.55E-08,0,True,16757100,0.0234819,100,IRSF,1,-1,9.11674,1.28883E-19,1.28883E-19,2.82932E-29,2.19525E-10,2.60572E-08,3.69368E-40,5.08817E-18
graphite,2,3.55E-08,0,True,16757100,0.0234819,100,IRSF,1,-1,9.5847,1.19718E-19,1.19718E-19,2.31517E-29,1.93385E-10,1.15381E-08,8.54017E-39,4.44663E-18
